Time,Spot,Future,Difference,Percentage Difference,Label
2024-01-07 19:46:59.999,34.87,34.851,0.01899999999999835,0.054488098652131785,+
2024-01-07 19:47:59.999,34.87,34.857,0.012999999999998124,0.0372813306567196,+
2024-01-07 19:48:59.999,34.86,34.85,0.00999999999999801,0.02868617326448081,+
2024-01-07 19:49:59.999,34.84,34.834,0.006000000000000227,0.01722158438576414,+
2024-01-07 19:50:59.999,34.84,34.829,0.011000000000002785,0.031572904707241056,+
2024-01-07 19:51:59.999,34.85,34.84,0.00999999999999801,0.028694404591099027,+
2024-01-07 19:52:59.999,34.87,34.847,0.022999999999996135,0.0659592773157331,+
2024-01-07 19:53:59.999,34.87,34.87,0.0,0.0,=
2024-01-07 19:54:59.999,34.93,34.918,0.012000000000000455,0.03435442313197955,+
2024-01-07 19:55:59.999,34.89,34.871,0.01899999999999835,0.05445686443106435,+
2024-01-07 19:56:59.999,34.91,34.906,0.003999999999997783,0.01145803494700024,+
2024-01-07 19:57:59.999,34.93,34.916,0.014000000000002899,0.04008016032064958,+
2024-01-07 19:58:59.999,34.92,34.913,0.007000000000005002,0.020045819014905503,+
2024-01-07 19:59:59.999,34.94,34.926,0.013999999999995794,0.04006868918144189,+
2024-01-07 20:00:59.999,34.97,34.954,0.015999999999998238,0.04575350300256859,+
2024-01-07 20:01:59.999,34.95,34.932,0.018000000000000682,0.051502145922748724,+
2024-01-07 20:02:59.999,34.91,34.895,0.014999999999993463,0.042967631051255985,+
2024-01-07 20:03:59.999,34.83,34.815,0.015000000000000568,0.04306632213609121,+
2024-01-07 20:04:59.999,34.82,34.816,0.003999999999997783,0.011487650775410061,+
2024-01-07 20:05:59.999,34.77,34.75,0.020000000000003126,0.05752085130860835,+
2024-01-07 20:06:59.999,34.79,34.783,0.006999999999997897,0.020120724346070415,+
2024-01-07 20:07:59.999,34.82,34.811,0.009000000000000341,0.025847214244687944,+
2024-01-07 20:08:59.999,34.88,34.877,0.0030000000000001137,0.008600917431192987,+
2024-01-07 20:09:59.999,34.92,34.891,0.029000000000003467,0.08304696449027339,+
2024-01-07 20:10:59.999,34.99,34.978,0.012000000000000455,0.034295513003716645,+
2024-01-07 20:11:59.999,34.96,34.949,0.011000000000002785,0.03146453089245648,+
2024-01-07 20:12:59.999,34.93,34.922,0.008000000000002672,0.02290294875465981,+
2024-01-07 20:13:59.999,34.9,34.889,0.01099999999999568,0.03151862464182144,+
2024-01-07 20:14:59.999,34.92,34.908,0.012000000000000455,0.03436426116838618,+
2024-01-07 20:15:59.999,34.98,34.963,0.016999999999995907,0.04859919954258407,+
2024-01-07 20:16:59.999,34.95,34.943,0.007000000000005002,0.020028612303304726,+
2024-01-07 20:17:59.999,34.9,34.89,0.00999999999999801,0.02865329512893413,+
2024-01-07 20:18:59.999,34.89,34.87,0.020000000000003126,0.05732301519060798,+
2024-01-07 20:19:59.999,34.87,34.86,0.00999999999999801,0.02867794665901351,+
2024-01-07 20:20:59.999,34.84,34.831,0.009000000000000341,0.02583237657864621,+
2024-01-07 20:21:59.999,34.88,34.863,0.017000000000003013,0.048738532110100374,+
2024-01-07 20:22:59.999,34.91,34.874,0.03599999999999426,0.10312231452304285,+
2024-01-07 20:23:59.999,34.87,34.854,0.015999999999998238,0.045884714654425694,+
2024-01-07 20:24:59.999,34.92,34.899,0.021000000000000796,0.06013745704467582,+
2024-01-07 20:25:59.999,34.91,34.905,0.0049999999999954525,0.014322543683745212,+
2024-01-07 20:26:59.999,34.94,34.934,0.006000000000000227,0.017172295363480902,+
2024-01-07 20:27:59.999,34.95,34.932,0.018000000000000682,0.051502145922748724,+
2024-01-07 20:28:59.999,34.88,34.861,0.019000000000005457,0.05447247706423582,+
2024-01-07 20:29:59.999,34.93,34.912,0.018000000000000682,0.051531634697969314,+
2024-01-07 20:30:59.999,34.87,34.873,-0.0030000000000001137,-0.00860338399770609,-
2024-01-07 20:31:59.999,34.91,34.897,0.012999999999998124,0.03723861357776604,+
2024-01-07 20:32:59.999,34.95,34.938,0.012000000000000455,0.03433476394849915,+
2024-01-07 20:33:59.999,34.96,34.955,0.005000000000002558,0.014302059496574822,+
2024-01-07 20:34:59.999,34.97,34.959,0.01099999999999568,0.031455533314257024,+
2024-01-07 20:35:59.999,34.97,34.958,0.012000000000000455,0.034315127251931525,+
2024-01-07 20:36:59.999,34.93,34.918,0.012000000000000455,0.03435442313197955,+
2024-01-07 20:37:59.999,34.87,34.854,0.015999999999998238,0.045884714654425694,+
2024-01-07 20:38:59.999,34.83,34.823,0.006999999999997897,0.020097616996835765,+
2024-01-07 20:39:59.999,34.83,34.834,-0.0040000000000048885,-0.011484352569637923,-
2024-01-07 20:40:59.999,34.82,34.812,0.008000000000002672,0.022975301550840526,+
2024-01-07 20:41:59.999,34.78,34.775,0.005000000000002558,0.014376078205872793,+
2024-01-07 20:42:59.999,34.75,34.751,-0.0009999999999976694,-0.0028776978417199123,-
2024-01-07 20:43:59.999,34.75,34.745,0.005000000000002558,0.014388489208640455,+
2024-01-07 20:44:59.999,34.74,34.732,0.008000000000002672,0.023028209556714654,+
2024-01-07 20:45:59.999,34.72,34.715,0.0049999999999954525,0.014400921658973078,+
2024-01-07 20:46:59.999,34.76,34.762,-0.0020000000000024443,-0.005753739930962153,-
2024-01-07 20:47:59.999,34.75,34.755,-0.005000000000002558,-0.014388489208640455,-
2024-01-07 20:48:59.999,34.72,34.713,0.006999999999997897,0.020161290322574587,+
2024-01-07 20:49:59.999,34.69,34.694,-0.0040000000000048885,-0.011530700490068864,-
2024-01-07 20:50:59.999,34.71,34.691,0.01899999999999835,0.05473926822240954,+
2024-01-07 20:51:59.999,34.66,34.646,0.013999999999995794,0.04039238315059376,+
2024-01-07 20:52:59.999,34.71,34.71,0.0,0.0,=
2024-01-07 20:53:59.999,34.72,34.703,0.016999999999995907,0.04896313364054121,+
2024-01-07 20:54:59.999,34.7,34.697,0.0030000000000001137,0.008645533141210702,+
2024-01-07 20:55:59.999,34.76,34.747,0.012999999999998124,0.037399309551202894,+
2024-01-07 20:56:59.999,34.74,34.714,0.026000000000003354,0.07484168105930729,+
2024-01-07 20:57:59.999,34.69,34.687,0.0030000000000001137,0.008648025367541405,+
2024-01-07 20:58:59.999,34.68,34.67,0.00999999999999801,0.028835063437133827,+
2024-01-07 20:59:59.999,34.65,34.655,-0.005000000000002558,-0.014430014430021813,-
2024-01-07 21:00:59.999,34.65,34.636,0.013999999999995794,0.040404040404028264,+
2024-01-07 21:01:59.999,34.59,34.583,0.007000000000005002,0.020237062734908936,+
2024-01-07 21:02:59.999,34.63,34.629,0.0010000000000047748,0.00288766965060576,+
2024-01-07 21:03:59.999,34.7,34.685,0.015000000000000568,0.04322766570605351,+
2024-01-07 21:04:59.999,34.73,34.724,0.006000000000000227,0.017276130146847764,+
2024-01-07 21:05:59.999,34.72,34.705,0.015000000000000568,0.04320276497696016,+
2024-01-07 21:06:59.999,34.7,34.682,0.018000000000000682,0.05187319884726421,+
2024-01-07 21:07:59.999,34.7,34.69,0.010000000000005116,0.028818443804049323,+
2024-01-07 21:08:59.999,34.75,34.736,0.014000000000002899,0.040287769784181006,+
2024-01-07 21:09:59.999,34.75,34.726,0.02400000000000091,0.06906474820144147,+
2024-01-07 21:10:59.999,34.77,34.744,0.026000000000003354,0.07477710670118881,+
