Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2023-11-20 00:00:00,37359.85000000,37382.68000000,37262.10000000,37279.61000000,226.30308000,2023-11-20 00:04:59.999,8446392.85098610,8965,97.04310000,3622977.08081390,0
2023-11-20 00:05:00,37279.61000000,37339.94000000,37279.61000000,37291.99000000,144.27611000,2023-11-20 00:09:59.999,5382542.89593800,5972,75.69912000,2824013.46538790,0
2023-11-20 00:10:00,37292.00000000,37314.00000000,37248.42000000,37258.00000000,151.62031000,2023-11-20 00:14:59.999,5651033.01262950,5616,68.22110000,2542315.60922390,0
2023-11-20 00:15:00,37257.99000000,37292.17000000,37234.63000000,37234.64000000,114.94508000,2023-11-20 00:19:59.999,4284171.69726500,4468,36.59469000,1364012.27578210,0
2023-11-20 00:20:00,37234.63000000,37254.77000000,37218.00000000,37229.68000000,117.81086000,2023-11-20 00:24:59.999,4386333.90893490,4995,51.86443000,1931041.97630780,0
2023-11-20 00:25:00,37229.67000000,37245.00000000,37192.39000000,37199.99000000,104.34278000,2023-11-20 00:29:59.999,3882928.01873870,4168,31.71697000,1180335.31564980,0
2023-11-20 00:30:00,37200.00000000,37211.10000000,37138.00000000,37177.98000000,184.58045000,2023-11-20 00:34:59.999,6861631.41329320,7602,83.30990000,3096996.37619700,0
2023-11-20 00:35:00,37177.98000000,37252.79000000,37177.98000000,37248.41000000,131.41443000,2023-11-20 00:39:59.999,4890939.30106010,4519,86.66709000,3225371.21303340,0
2023-11-20 00:40:00,37248.42000000,37278.00000000,37213.55000000,37274.19000000,96.79647000,2023-11-20 00:44:59.999,3604909.85183420,4455,43.37482000,1615394.78209450,0
2023-11-20 00:45:00,37274.19000000,37294.88000000,37242.00000000,37289.03000000,91.31929000,2023-11-20 00:49:59.999,3403558.20213970,3500,43.00009000,1602608.09364130,0
2023-11-20 00:50:00,37289.02000000,37294.06000000,37253.17000000,37280.14000000,52.51119000,2023-11-20 00:54:59.999,1957444.89860140,2646,25.11850000,936270.64364580,0
2023-11-20 00:55:00,37280.14000000,37299.35000000,37246.33000000,37299.34000000,71.91307000,2023-11-20 00:59:59.999,2680895.81968040,3508,42.73163000,1592961.83443810,0
2023-11-20 01:00:00,37299.34000000,37300.00000000,37256.02000000,37295.83000000,78.11195000,2023-11-20 01:04:59.999,2912009.86673950,3693,40.44194000,1507599.19166510,0
