Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2023-11-25 00:00:00,37737.13000000,37742.01000000,37694.27000000,37726.66000000,73.33460000,2023-11-25 00:04:59.999,2766362.10458410,6509,30.75693000,1160218.62725050,0
2023-11-25 00:05:00,37726.66000000,37739.83000000,37706.54000000,37720.54000000,79.27486000,2023-11-25 00:09:59.999,2990524.64683700,6997,39.25261000,1480770.01641210,0
2023-11-25 00:10:00,37719.11000000,37743.54000000,37704.53000000,37738.52000000,79.60147000,2023-11-25 00:14:59.999,3002512.21798420,5881,41.20131000,1554154.80988240,0
2023-11-25 00:15:00,37738.58000000,37757.00000000,37726.47000000,37741.36000000,107.08125000,2023-11-25 00:19:59.999,4041606.70149690,7633,52.14964000,1968360.23435310,0
2023-11-25 00:20:00,37740.25000000,37751.98000000,37722.41000000,37747.17000000,55.81909000,2023-11-25 00:24:59.999,2106447.39851120,4775,28.86143000,1089172.47524600,0
2023-11-25 00:25:00,37747.19000000,37778.95000000,37740.21000000,37775.22000000,59.62493000,2023-11-25 00:29:59.999,2251401.57883880,5884,32.53112000,1228425.42461000,0
2023-11-25 00:30:00,37776.76000000,37776.79000000,37756.86000000,37770.93000000,45.27932000,2023-11-25 00:34:59.999,1709998.80888080,3879,22.89123000,864500.60664730,0
2023-11-25 00:35:00,37770.94000000,37781.45000000,37751.66000000,37756.77000000,46.46294000,2023-11-25 00:39:59.999,1754774.82500580,4700,21.74159000,821151.91436240,0
2023-11-25 00:40:00,37755.01000000,37793.31000000,37752.97000000,37783.98000000,91.65031000,2023-11-25 00:44:59.999,3461876.85200820,7535,53.22970000,2010699.85078850,0
2023-11-25 00:45:00,37785.00000000,37788.01000000,37758.49000000,37761.48000000,60.84807000,2023-11-25 00:49:59.999,2298424.15266120,5522,25.92571000,979296.54014310,0
2023-11-25 00:50:00,37761.19000000,37769.97000000,37727.73000000,37736.75000000,61.57092000,2023-11-25 00:54:59.999,2324115.78222240,4703,23.06211000,870541.55397700,0
2023-11-25 00:55:00,37736.76000000,37756.36000000,37712.42000000,37737.30000000,109.91853000,2023-11-25 00:59:59.999,4147536.02877470,8977,53.25319000,2009496.91266300,0
2023-11-25 01:00:00,37739.87000000,37766.00000000,37731.46000000,37763.77000000,75.19684000,2023-11-25 01:04:59.999,2838784.77072650,7052,34.73593000,1311370.45465150,0
2023-11-25 01:05:00,37762.48000000,37769.08000000,37736.00000000,37752.11000000,63.26749000,2023-11-25 01:09:59.999,2388572.43830710,5469,33.83658000,1277478.19185230,0
2023-11-25 01:10:00,37753.83000000,37768.75000000,37741.84000000,37744.90000000,68.59144000,2023-11-25 01:14:59.999,2589812.36353760,5715,32.92326000,1243154.10936260,0
2023-11-25 01:15:00,37742.85000000,37771.44000000,37729.80000000,37768.81000000,57.21346000,2023-11-25 01:19:59.999,2159792.74530710,5161,31.60990000,1193326.02347990,0
2023-11-25 01:20:00,37770.40000000,37770.42000000,37739.40000000,37741.99000000,47.12200000,2023-11-25 01:24:59.999,1779240.03362950,4211,20.35290000,768489.62198830,0
