Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2023-12-18 00:00:00,41473.30000000,41513.53000000,41434.39000000,41511.53000000,70.86245000,2023-12-18 00:00:59.999,2938988.52659140,2921,37.30514000,1547253.54220750,0
2023-12-18 00:01:00,41511.86000000,41516.07000000,41459.96000000,41504.74000000,51.23677000,2023-12-18 00:01:59.999,2125384.77098800,2313,23.05147000,956206.39600390,0
2023-12-18 00:02:00,41501.83000000,41522.00000000,41458.45000000,41504.01000000,57.28425000,2023-12-18 00:02:59.999,2377336.60574760,2203,25.79512000,1070583.42461950,0
2023-12-18 00:03:00,41503.46000000,41512.57000000,41493.64000000,41502.00000000,21.62309000,2023-12-18 00:03:59.999,897450.77312330,699,10.83627000,449772.15037080,0
2023-12-18 00:04:00,41500.40000000,41534.83000000,41493.63000000,41527.14000000,37.97350000,2023-12-18 00:04:59.999,1576454.15378970,1344,21.75197000,903057.39144590,0
2023-12-18 00:05:00,41531.49000000,41552.12000000,41511.66000000,41518.00000000,57.06022000,2023-12-18 00:05:59.999,2369748.92522960,1916,30.96008000,1285821.04406610,0
2023-12-18 00:06:00,41519.63000000,41528.91000000,41465.64000000,41469.59000000,32.17838000,2023-12-18 00:06:59.999,1335385.00877990,1461,17.46977000,724974.64412020,0
2023-12-18 00:07:00,41469.59000000,41472.99000000,41399.00000000,41404.00000000,50.86036000,2023-12-18 00:07:59.999,2107525.66796290,2143,24.02896000,995810.90992600,0
2023-12-18 00:08:00,41404.77000000,41424.00000000,41354.13000000,41368.80000000,64.19172000,2023-12-18 00:08:59.999,2656697.52086560,2245,27.41819000,1134818.28415770,0
2023-12-18 00:09:00,41368.92000000,41398.24000000,41348.00000000,41394.14000000,64.62842000,2023-12-18 00:09:59.999,2673876.73654220,2449,32.17487000,1331174.59320050,0
2023-12-18 00:10:00,41394.14000000,41395.48000000,41355.00000000,41360.28000000,47.88115000,2023-12-18 00:10:59.999,1981108.75040940,1549,23.21894000,960749.47948010,0
2023-12-18 00:11:00,41360.84000000,41391.05000000,41315.95000000,41320.00000000,45.84467000,2023-12-18 00:11:59.999,1896183.70165640,1913,20.92885000,865698.02694380,0
2023-12-18 00:12:00,41320.00000000,41353.98000000,41298.00000000,41330.92000000,97.63639000,2023-12-18 00:12:59.999,4035220.70421540,3100,48.19827000,1991968.38925320,0
